"","Species","Fish.ID","Sweep","Length.mm","Weight.g","Year","Site","Station","Area","pass_no"
"751","ASYOY",96,2,40,0.94,1992,"Pamehac","5",213,NA
"752","ASYOY",97,2,40,0.94,1992,"Pamehac","5",213,NA
"753","ASYOY",98,2,52,0.94,1992,"Pamehac","5",213,NA
"754","ASYOY",99,2,40,0.94,1992,"Pamehac","5",213,NA
"755","ASYOY",100,2,48,0.94,1992,"Pamehac","5",213,NA
"756","ASYOY",101,2,50,0.94,1992,"Pamehac","5",213,NA
"757","ASYOY",102,2,46,0.94,1992,"Pamehac","5",213,NA
"758","ASYOY",103,2,49,0.94,1992,"Pamehac","5",213,NA
"759","ASYOY",104,2,48,0.94,1992,"Pamehac","5",213,NA
"760","ASYOY",105,2,49,0.94,1992,"Pamehac","5",213,NA
"761","ASYOY",106,2,47,0.94,1992,"Pamehac","5",213,NA
"762","ASYOY",107,2,43,0.94,1992,"Pamehac","5",213,NA
"763","ASYOY",108,2,49,0.94,1992,"Pamehac","5",213,NA
"764","ASYOY",109,2,45,0.94,1992,"Pamehac","5",213,NA
"765","ASYOY",110,2,52,0.94,1992,"Pamehac","5",213,NA
"766","ASYOY",111,2,45,0.94,1992,"Pamehac","5",213,NA
"767","ASYOY",112,2,47,0.94,1992,"Pamehac","5",213,NA
"768","ASYOY",113,2,46,0.94,1992,"Pamehac","5",213,NA
"769","ASYOY",114,2,41,0.94,1992,"Pamehac","5",213,NA
"770","ASYOY",115,2,51,0.94,1992,"Pamehac","5",213,NA
"771","ASYOY",116,2,52,0.94,1992,"Pamehac","5",213,NA
"772","ASYOY",117,2,38,0.94,1992,"Pamehac","5",213,NA
"773","ASYOY",118,2,38,0.94,1992,"Pamehac","5",213,NA
"774","ASYOY",119,2,42,0.94,1992,"Pamehac","5",213,NA
"775","ASYOY",120,2,42,0.94,1992,"Pamehac","5",213,NA
"776","ASYOY",121,2,42,0.94,1992,"Pamehac","5",213,NA
"777","ASYOY",122,2,42,0.94,1992,"Pamehac","5",213,NA
"778","ASYOY",123,2,39,0.94,1992,"Pamehac","5",213,NA
"779","ASYOY",124,2,42,0.94,1992,"Pamehac","5",213,NA
"780","BT",125,2,102,11,1992,"Pamehac","5",213,NA
"781","BT",126,2,103,11,1992,"Pamehac","5",213,NA
"782","BT",127,2,113,14,1992,"Pamehac","5",213,NA
"783","BT",128,2,126,2,1992,"Pamehac","5",213,NA
"784","BT",129,2,98,1,1992,"Pamehac","5",213,NA
"785","BTYOY",130,2,61,3,1992,"Pamehac","5",213,NA
"786","BTYOY",131,2,61,3,1992,"Pamehac","5",213,NA
"787","BTYOY",132,2,59,1.7,1992,"Pamehac","5",213,NA
"788","BTYOY",133,2,56,1.7,1992,"Pamehac","5",213,NA
"789","BTYOY",134,2,50,1.7,1992,"Pamehac","5",213,NA
"790","BTYOY",135,2,52,1.7,1992,"Pamehac","5",213,NA
"791","BTYOY",136,2,53,1.7,1992,"Pamehac","5",213,NA
"792","BTYOY",137,2,59,1.7,1992,"Pamehac","5",213,NA
"793","BTYOY",138,2,46,1.7,1992,"Pamehac","5",213,NA
"794","AS",139,3,128,22,1992,"Pamehac","5",213,NA
"795","ASYOY",140,3,47,0.78,1992,"Pamehac","5",213,NA
"796","ASYOY",141,3,41,0.78,1992,"Pamehac","5",213,NA
"797","ASYOY",142,3,45,0.78,1992,"Pamehac","5",213,NA
"798","ASYOY",143,3,41,0.78,1992,"Pamehac","5",213,NA
"799","ASYOY",144,3,50,0.78,1992,"Pamehac","5",213,NA
"800","ASYOY",145,3,40,0.78,1992,"Pamehac","5",213,NA
"801","ASYOY",146,3,42,0.78,1992,"Pamehac","5",213,NA
"802","ASYOY",147,3,36,0.78,1992,"Pamehac","5",213,NA
"803","ASYOY",148,3,42,0.78,1992,"Pamehac","5",213,NA
"804","BT",149,3,104,8,1992,"Pamehac","5",213,NA
"805","BT",150,3,106,13,1992,"Pamehac","5",213,NA
"806","BT",151,3,112,17,1992,"Pamehac","5",213,NA
"807","BT",152,3,113,17,1992,"Pamehac","5",213,NA
"808","BT",153,3,110,13,1992,"Pamehac","5",213,NA
"809","BT",154,3,167,53,1992,"Pamehac","5",213,NA
"810","BT",155,3,97,11,1992,"Pamehac","5",213,NA
"811","BT",156,3,95,9,1992,"Pamehac","5",213,NA
"812","BTYOY",157,3,60,2.67,1992,"Pamehac","5",213,NA
"813","BTYOY",158,3,59,2.67,1992,"Pamehac","5",213,NA
"814","BTYOY",159,3,58,2.67,1992,"Pamehac","5",213,NA
"815","AS",1,1,112,16,1992,"Pamehac","6",116,NA
"816","AS",2,1,113,16,1992,"Pamehac","6",116,NA
"817","AS",3,1,113,20,1992,"Pamehac","6",116,NA
"818","AS",4,1,115,17,1992,"Pamehac","6",116,NA
"819","AS",5,1,118,15,1992,"Pamehac","6",116,NA
"820","AS",6,1,112,15,1992,"Pamehac","6",116,NA
"821","AS",7,1,185,77,1992,"Pamehac","6",116,NA
"822","AS",8,1,122,20,1992,"Pamehac","6",116,NA
"823","AS",9,1,132,28,1992,"Pamehac","6",116,NA
"824","AS",10,1,168,49,1992,"Pamehac","6",116,NA
"825","ASYOY",11,1,68,3,1992,"Pamehac","6",116,NA
"826","AS",12,1,101,12,1992,"Pamehac","6",116,NA
"827","ASYOY",13,1,68,4,1992,"Pamehac","6",116,NA
"828","AS",14,1,106,14,1992,"Pamehac","6",116,NA
"829","AS",15,1,73,4,1992,"Pamehac","6",116,NA
"830","AS",16,1,100,14,1992,"Pamehac","6",116,NA
"831","AS",17,1,107,15,1992,"Pamehac","6",116,NA
"832","AS",18,1,105,12,1992,"Pamehac","6",116,NA
"833","AS",19,1,104,10,1992,"Pamehac","6",116,NA
"834","AS",20,1,105,12,1992,"Pamehac","6",116,NA
"835","ASYOY",21,1,62,2.33,1992,"Pamehac","6",116,NA
"836","ASYOY",22,1,63,2.33,1992,"Pamehac","6",116,NA
"837","ASYOY",23,1,63,2.33,1992,"Pamehac","6",116,NA
"838","ASYOY",24,1,60,2.33,1992,"Pamehac","6",116,NA
"839","ASYOY",25,1,62,2.33,1992,"Pamehac","6",116,NA
"840","ASYOY",26,1,60,2.33,1992,"Pamehac","6",116,NA
"841","ASYOY",27,1,52,2.33,1992,"Pamehac","6",116,NA
"842","ASYOY",28,1,55,2.33,1992,"Pamehac","6",116,NA
"843","ASYOY",29,1,57,2.33,1992,"Pamehac","6",116,NA
"844","ASYOY",30,1,55,2.33,1992,"Pamehac","6",116,NA
"845","ASYOY",31,1,63,2.33,1992,"Pamehac","6",116,NA
"846","ASYOY",32,1,61,2.33,1992,"Pamehac","6",116,NA
"847","ASYOY",33,1,65,2.62,1992,"Pamehac","6",116,NA
"848","ASYOY",34,1,56,2.62,1992,"Pamehac","6",116,NA
"849","ASYOY",35,1,62,2.62,1992,"Pamehac","6",116,NA
"850","ASYOY",36,1,55,2.62,1992,"Pamehac","6",116,NA
"851","ASYOY",37,1,61,2.62,1992,"Pamehac","6",116,NA
"852","ASYOY",38,1,55,2.62,1992,"Pamehac","6",116,NA
"853","ASYOY",39,1,67,2.62,1992,"Pamehac","6",116,NA
"854","ASYOY",40,1,60,2.62,1992,"Pamehac","6",116,NA
"855","ASYOY",41,1,55,2.62,1992,"Pamehac","6",116,NA
"856","ASYOY",42,1,66,2.62,1992,"Pamehac","6",116,NA
"857","ASYOY",43,1,61,2.62,1992,"Pamehac","6",116,NA
"858","ASYOY",44,1,53,2.62,1992,"Pamehac","6",116,NA
"859","ASYOY",45,1,60,2.62,1992,"Pamehac","6",116,NA
"860","ASYOY",46,1,66,2.62,1992,"Pamehac","6",116,NA
"861","ASYOY",47,1,57,2.62,1992,"Pamehac","6",116,NA
"862","ASYOY",48,1,61,2.62,1992,"Pamehac","6",116,NA
"863","ASYOY",49,1,55,2.62,1992,"Pamehac","6",116,NA
"864","ASYOY",50,1,62,2.62,1992,"Pamehac","6",116,NA
"865","ASYOY",51,1,56,2.62,1992,"Pamehac","6",116,NA
"866","ASYOY",52,1,63,2.62,1992,"Pamehac","6",116,NA
"867","ASYOY",53,1,59,2.62,1992,"Pamehac","6",116,NA
"868","ASYOY",54,1,61,2.62,1992,"Pamehac","6",116,NA
"869","ASYOY",55,1,66,2.62,1992,"Pamehac","6",116,NA
"870","ASYOY",56,1,61,2.62,1992,"Pamehac","6",116,NA
"871","ASYOY",57,1,67,2.62,1992,"Pamehac","6",116,NA
"872","ASYOY",58,1,64,2.62,1992,"Pamehac","6",116,NA
"873","BT",59,1,71,4,1992,"Pamehac","6",116,NA
"874","BT",60,1,73,4,1992,"Pamehac","6",116,NA
"875","BT",61,1,71,5,1992,"Pamehac","6",116,NA
"876","BT",62,1,72,4,1992,"Pamehac","6",116,NA
"877","BT",63,1,107,16,1992,"Pamehac","6",116,NA
"878","BT",64,1,107,12,1992,"Pamehac","6",116,NA
"879","BT",65,1,105,14,1992,"Pamehac","6",116,NA
"880","BT",66,1,106,12,1992,"Pamehac","6",116,NA
"881","BT",67,1,116,17,1992,"Pamehac","6",116,NA
"882","BT",68,1,117,15,1992,"Pamehac","6",116,NA
"883","BT",69,1,113,15,1992,"Pamehac","6",116,NA
"884","BT",70,1,110,14,1992,"Pamehac","6",116,NA
"885","BT",71,1,90,8,1992,"Pamehac","6",116,NA
"886","BT",72,1,96,9,1992,"Pamehac","6",116,NA
"887","BT",73,1,147,33,1992,"Pamehac","6",116,NA
"888","BT",74,1,132,29,1992,"Pamehac","6",116,NA
"889","BT",75,1,138,32,1992,"Pamehac","6",116,NA
"890","BT",76,1,140,27,1992,"Pamehac","6",116,NA
"891","BT",77,1,142,30,1992,"Pamehac","6",116,NA
"892","BT",78,1,149,39,1992,"Pamehac","6",116,NA
"893","BT",79,1,165,53,1992,"Pamehac","6",116,NA
"894","BT",80,1,210,100,1992,"Pamehac","6",116,NA
"895","BT",81,1,175,66,1992,"Pamehac","6",116,NA
"896","BT",82,1,131,21,1992,"Pamehac","6",116,NA
"897","BT",83,1,159,52,1992,"Pamehac","6",116,NA
"898","BT",84,1,157,43,1992,"Pamehac","6",116,NA
"899","BT",85,1,160,35,1992,"Pamehac","6",116,NA
"900","BT",86,1,204,95,1992,"Pamehac","6",116,NA
"901","BT",87,1,183,75,1992,"Pamehac","6",116,NA
"902","BT",88,1,193,90,1992,"Pamehac","6",116,NA
"903","BT",89,1,128,25,1992,"Pamehac","6",116,NA
"904","BT",90,1,123,20,1992,"Pamehac","6",116,NA
"905","BT",91,1,128,18,1992,"Pamehac","6",116,NA
"906","BT",92,1,127,21,1992,"Pamehac","6",116,NA
"907","BT",93,1,177,72,1992,"Pamehac","6",116,NA
"908","BT",94,1,136,31,1992,"Pamehac","6",116,NA
"909","BT",95,1,205,123,1992,"Pamehac","6",116,NA
"910","BT",96,1,121,18,1992,"Pamehac","6",116,NA
"911","BTYOY",97,1,51,2.33,1992,"Pamehac","6",116,NA
"912","BTYOY",98,1,58,2.33,1992,"Pamehac","6",116,NA
"913","BTYOY",99,1,66,2.33,1992,"Pamehac","6",116,NA
"914","AS",100,2,123,2,1992,"Pamehac","6",116,NA
"915","AS",101,2,110,14,1992,"Pamehac","6",116,NA
"916","AS",102,2,113,19,1992,"Pamehac","6",116,NA
"917","ASYOY",103,2,63,3,1992,"Pamehac","6",116,NA
"918","AS",104,2,70,4,1992,"Pamehac","6",116,NA
"919","ASYOY",105,2,57,2,1992,"Pamehac","6",116,NA
"920","ASYOY",106,2,58,2,1992,"Pamehac","6",116,NA
"921","ASYOY",107,2,60,2,1992,"Pamehac","6",116,NA
"922","ASYOY",108,2,51,2,1992,"Pamehac","6",116,NA
"923","ASYOY",109,2,60,2,1992,"Pamehac","6",116,NA
"924","ASYOY",110,2,55,2,1992,"Pamehac","6",116,NA
"925","ASYOY",111,2,61,2,1992,"Pamehac","6",116,NA
"926","ASYOY",112,2,53,2,1992,"Pamehac","6",116,NA
"927","BT",113,2,71,4,1992,"Pamehac","6",116,NA
"928","BT",114,2,78,6,1992,"Pamehac","6",116,NA
"929","BT",115,2,103,12,1992,"Pamehac","6",116,NA
"930","BT",116,2,114,15,1992,"Pamehac","6",116,NA
"931","BT",117,2,113,22,1992,"Pamehac","6",116,NA
"932","BT",118,2,110,14,1992,"Pamehac","6",116,NA
"933","BT",119,2,131,28,1992,"Pamehac","6",116,NA
"934","BT",120,2,122,20,1992,"Pamehac","6",116,NA
"935","BT",121,2,122,26,1992,"Pamehac","6",116,NA
"936","BT",122,2,131,30,1992,"Pamehac","6",116,NA
"937","ASYOY",123,3,61,3,1992,"Pamehac","6",116,NA
"938","ASYOY",124,3,60,2.14,1992,"Pamehac","6",116,NA
"939","ASYOY",125,3,61,2.14,1992,"Pamehac","6",116,NA
"940","ASYOY",126,3,62,2.14,1992,"Pamehac","6",116,NA
"941","ASYOY",127,3,51,2.14,1992,"Pamehac","6",116,NA
"942","ASYOY",128,3,61,2.14,1992,"Pamehac","6",116,NA
"943","ASYOY",129,3,56,2.14,1992,"Pamehac","6",116,NA
"944","ASYOY",130,3,61,2.14,1992,"Pamehac","6",116,NA
"945","BT",131,3,87,9,1992,"Pamehac","6",116,NA
"946","BT",132,3,91,8,1992,"Pamehac","6",116,NA
"947","BT",133,3,144,35,1992,"Pamehac","6",116,NA
"948","BT",134,3,91,7,1992,"Pamehac","6",116,NA
"949","AS",1,1,91,8,1992,"Pamehac","7",115,NA
"950","AS",2,1,98,11,1992,"Pamehac","7",115,NA
"951","AS",3,1,108,14,1992,"Pamehac","7",115,NA
"952","AS",4,1,101,11,1992,"Pamehac","7",115,NA
"953","AS",5,1,100,12,1992,"Pamehac","7",115,NA
"954","AS",6,1,116,20,1992,"Pamehac","7",115,NA
"955","AS",7,1,116,16,1992,"Pamehac","7",115,NA
"956","AS",8,1,112,15,1992,"Pamehac","7",115,NA
"957","AS",9,1,114,18,1992,"Pamehac","7",115,NA
"958","ASYOY",10,1,58,2,1992,"Pamehac","7",115,NA
"959","ASYOY",11,1,50,1,1992,"Pamehac","7",115,NA
"960","ASYOY",12,1,59,2,1992,"Pamehac","7",115,NA
"961","ASYOY",13,1,57,2,1992,"Pamehac","7",115,NA
"962","ASYOY",14,1,53,1,1992,"Pamehac","7",115,NA
"963","ASYOY",15,1,61,2,1992,"Pamehac","7",115,NA
"964","ASYOY",16,1,67,4,1992,"Pamehac","7",115,NA
"965","ASYOY",17,1,62,3,1992,"Pamehac","7",115,NA
"966","ASYOY",18,1,61,3,1992,"Pamehac","7",115,NA
"967","ASYOY",19,1,56,2,1992,"Pamehac","7",115,NA
"968","ASYOY",20,1,58,3,1992,"Pamehac","7",115,NA
"969","ASYOY",21,1,57,2,1992,"Pamehac","7",115,NA
"970","ASYOY",22,1,53,2,1992,"Pamehac","7",115,NA
"971","ASYOY",23,1,59,2,1992,"Pamehac","7",115,NA
"972","ASYOY",24,1,56,2,1992,"Pamehac","7",115,NA
"973","ASYOY",25,1,58,2,1992,"Pamehac","7",115,NA
"974","ASYOY",26,1,69,4,1992,"Pamehac","7",115,NA
"975","ASYOY",27,1,62,3,1992,"Pamehac","7",115,NA
"976","ASYOY",28,1,60,3,1992,"Pamehac","7",115,NA
"977","ASYOY",29,1,61,3,1992,"Pamehac","7",115,NA
"978","ASYOY",30,1,66,3,1992,"Pamehac","7",115,NA
"979","ASYOY",31,1,63,3,1992,"Pamehac","7",115,NA
"980","ASYOY",32,1,61,3,1992,"Pamehac","7",115,NA
"981","ASYOY",33,1,61,3,1992,"Pamehac","7",115,NA
"982","ASYOY",34,1,69,3,1992,"Pamehac","7",115,NA
"983","ASYOY",35,1,62,2,1992,"Pamehac","7",115,NA
"984","AS",36,1,142,33,1992,"Pamehac","7",115,NA
"985","AS",37,1,128,19,1992,"Pamehac","7",115,NA
"986","AS",38,1,123,24,1992,"Pamehac","7",115,NA
"987","ASYOY",39,1,64,3,1992,"Pamehac","7",115,NA
"988","ASYOY",40,1,64,3,1992,"Pamehac","7",115,NA
"989","ASYOY",41,1,64,3,1992,"Pamehac","7",115,NA
"990","ASYOY",42,1,64,3,1992,"Pamehac","7",115,NA
"991","BT",43,1,95,11,1992,"Pamehac","7",115,NA
"992","BT",44,1,75,4,1992,"Pamehac","7",115,NA
"993","BT",45,1,107,16,1992,"Pamehac","7",115,NA
"994","AS",46,2,97,10,1992,"Pamehac","7",115,NA
"995","AS",47,2,98,11,1992,"Pamehac","7",115,NA
"996","AS",48,2,98,11,1992,"Pamehac","7",115,NA
"997","AS",49,2,87,8,1992,"Pamehac","7",115,NA
"998","ASYOY",50,2,61,2,1992,"Pamehac","7",115,NA
"999","ASYOY",51,2,61,3,1992,"Pamehac","7",115,NA
"1000","ASYOY",52,2,57,2,1992,"Pamehac","7",115,NA
"1001","ASYOY",53,2,59,2,1992,"Pamehac","7",115,NA
"1002","ASYOY",54,2,56,1,1992,"Pamehac","7",115,NA
"1003","ASYOY",55,2,59,2,1992,"Pamehac","7",115,NA
"1004","ASYOY",56,2,57,2,1992,"Pamehac","7",115,NA
"1005","ASYOY",57,2,58,2,1992,"Pamehac","7",115,NA
"1006","AS",58,2,115,17,1992,"Pamehac","7",115,NA
"1007","BT",59,2,135,24,1992,"Pamehac","7",115,NA
"1008","BT",60,2,112,11,1992,"Pamehac","7",115,NA
"1009","BTYOY",61,2,67,5,1992,"Pamehac","7",115,NA
"1010","BTYOY",62,2,56,3,1992,"Pamehac","7",115,NA
"1011","AS",63,3,108,14,1992,"Pamehac","7",115,NA
"1012","ASYOY",64,3,63,3,1992,"Pamehac","7",115,NA
"1013","ASYOY",65,3,57,2,1992,"Pamehac","7",115,NA
"1014","AS",66,3,143,28,1992,"Pamehac","7",115,NA
"1015","BTYOY",67,3,68,4,1992,"Pamehac","7",115,NA
"1016","ASYOY",1,1,58,1.8,1992,"Pamehac","8",198,NA
"1017","ASYOY",2,1,61,1.8,1992,"Pamehac","8",198,NA
"1018","ASYOY",3,1,53,1.8,1992,"Pamehac","8",198,NA
"1019","ASYOY",4,1,52,1.8,1992,"Pamehac","8",198,NA
"1020","ASYOY",5,1,57,1.8,1992,"Pamehac","8",198,NA
"1021","ASYOY",6,1,57,1.8,1992,"Pamehac","8",198,NA
"1022","ASYOY",7,1,55,1.8,1992,"Pamehac","8",198,NA
"1023","ASYOY",8,1,53,1.8,1992,"Pamehac","8",198,NA
"1024","ASYOY",9,1,53,1.8,1992,"Pamehac","8",198,NA
"1025","ASYOY",10,1,57,1.8,1992,"Pamehac","8",198,NA
"1026","ASYOY",11,1,53,1.8,1992,"Pamehac","8",198,NA
"1027","AS",12,1,139,27,1992,"Pamehac","8",198,NA
"1028","AS",13,1,134,25,1992,"Pamehac","8",198,NA
"1029","ASYOY",14,1,51,1.1,1992,"Pamehac","8",198,NA
"1030","ASYOY",15,1,45,1.1,1992,"Pamehac","8",198,NA
"1031","ASYOY",16,1,44,1.1,1992,"Pamehac","8",198,NA
"1032","ASYOY",17,1,41,1.1,1992,"Pamehac","8",198,NA
"1033","ASYOY",18,1,45,1.1,1992,"Pamehac","8",198,NA
"1034","ASYOY",19,1,47,1.1,1992,"Pamehac","8",198,NA
"1035","ASYOY",20,1,45,1.1,1992,"Pamehac","8",198,NA
"1036","ASYOY",21,1,45,1.1,1992,"Pamehac","8",198,NA
"1037","ASYOY",22,1,44,1.1,1992,"Pamehac","8",198,NA
"1038","ASYOY",23,1,41,1.1,1992,"Pamehac","8",198,NA
"1039","ASYOY",24,1,50,1.1,1992,"Pamehac","8",198,NA
"1040","ASYOY",25,1,56,1.1,1992,"Pamehac","8",198,NA
"1041","ASYOY",26,1,46,1.1,1992,"Pamehac","8",198,NA
"1042","ASYOY",27,1,47,1.1,1992,"Pamehac","8",198,NA
"1043","ASYOY",28,1,48,1.1,1992,"Pamehac","8",198,NA
"1044","ASYOY",29,1,47,1.1,1992,"Pamehac","8",198,NA
"1045","ASYOY",30,1,48,1.1,1992,"Pamehac","8",198,NA
"1046","ASYOY",31,1,45,1.1,1992,"Pamehac","8",198,NA
"1047","ASYOY",32,1,45,1.1,1992,"Pamehac","8",198,NA
"1048","ASYOY",33,1,45,1.1,1992,"Pamehac","8",198,NA
"1049","ASYOY",34,1,46,1.1,1992,"Pamehac","8",198,NA
"1050","ASYOY",35,1,47,1.1,1992,"Pamehac","8",198,NA
"1051","ASYOY",36,1,50,1.1,1992,"Pamehac","8",198,NA
"1052","ASYOY",37,1,49,1.1,1992,"Pamehac","8",198,NA
"1053","ASYOY",38,1,44,1.1,1992,"Pamehac","8",198,NA
"1054","ASYOY",39,1,45,1.1,1992,"Pamehac","8",198,NA
"1055","ASYOY",40,1,50,1.1,1992,"Pamehac","8",198,NA
"1056","ASYOY",41,1,52,1.1,1992,"Pamehac","8",198,NA
"1057","ASYOY",42,1,48,1.1,1992,"Pamehac","8",198,NA
"1058","ASYOY",43,1,50,1.1,1992,"Pamehac","8",198,NA
"1059","ASYOY",44,1,52,1.1,1992,"Pamehac","8",198,NA
"1060","ASYOY",45,1,44,1.1,1992,"Pamehac","8",198,NA
"1061","ASYOY",46,1,45,1.1,1992,"Pamehac","8",198,NA
"1062","ASYOY",47,1,44,1.1,1992,"Pamehac","8",198,NA
"1063","ASYOY",48,1,47,1.1,1992,"Pamehac","8",198,NA
"1064","ASYOY",49,1,43,1.1,1992,"Pamehac","8",198,NA
"1065","ASYOY",50,1,41,1.1,1992,"Pamehac","8",198,NA
"1066","ASYOY",51,1,45,1.1,1992,"Pamehac","8",198,NA
"1067","ASYOY",52,1,45,1.1,1992,"Pamehac","8",198,NA
"1068","ASYOY",53,1,43,1.1,1992,"Pamehac","8",198,NA
"1069","ASYOY",54,1,43,1.1,1992,"Pamehac","8",198,NA
"1070","ASYOY",55,1,45,1.1,1992,"Pamehac","8",198,NA
"1071","ASYOY",56,1,47,1.1,1992,"Pamehac","8",198,NA
"1072","ASYOY",57,1,46,1.1,1992,"Pamehac","8",198,NA
"1073","ASYOY",58,1,46,1.1,1992,"Pamehac","8",198,NA
"1074","ASYOY",59,1,51,1.1,1992,"Pamehac","8",198,NA
"1075","ASYOY",60,1,43,1.1,1992,"Pamehac","8",198,NA
"1076","ASYOY",61,1,44,1.1,1992,"Pamehac","8",198,NA
"1077","ASYOY",62,1,50,1.1,1992,"Pamehac","8",198,NA
"1078","ASYOY",63,1,50,1.1,1992,"Pamehac","8",198,NA
"1079","ASYOY",64,1,44,1.1,1992,"Pamehac","8",198,NA
"1080","ASYOY",65,1,43,1.1,1992,"Pamehac","8",198,NA
"1081","ASYOY",66,1,44,1.1,1992,"Pamehac","8",198,NA
"1082","ASYOY",67,1,45,1.1,1992,"Pamehac","8",198,NA
"1083","ASYOY",68,1,46,1.1,1992,"Pamehac","8",198,NA
"1084","ASYOY",69,1,51,1.1,1992,"Pamehac","8",198,NA
"1085","ASYOY",70,1,47,1.1,1992,"Pamehac","8",198,NA
"1086","ASYOY",71,1,44,1.1,1992,"Pamehac","8",198,NA
"1087","ASYOY",72,1,44,1.1,1992,"Pamehac","8",198,NA
"1088","ASYOY",73,1,46,1.1,1992,"Pamehac","8",198,NA
"1089","ASYOY",74,1,42,1.1,1992,"Pamehac","8",198,NA
"1090","ASYOY",75,1,39,1.1,1992,"Pamehac","8",198,NA
"1091","ASYOY",76,1,42,1.1,1992,"Pamehac","8",198,NA
"1092","ASYOY",77,1,42,1.1,1992,"Pamehac","8",198,NA
"1093","ASYOY",78,1,39,1.1,1992,"Pamehac","8",198,NA
"1094","ASYOY",79,1,42,1.1,1992,"Pamehac","8",198,NA
"1095","BT",80,1,117,16,1992,"Pamehac","8",198,NA
"1096","BT",81,1,117,16,1992,"Pamehac","8",198,NA
"1097","BT",82,1,108,13,1992,"Pamehac","8",198,NA
"1098","BT",83,1,107,13,1992,"Pamehac","8",198,NA
"1099","BT",84,1,101,10,1992,"Pamehac","8",198,NA
"1100","BT",85,1,110,15,1992,"Pamehac","8",198,NA
"1101","BT",86,1,90,8,1992,"Pamehac","8",198,NA
"1102","BT",87,1,106,14,1992,"Pamehac","8",198,NA
"1103","BT",88,1,100,14,1992,"Pamehac","8",198,NA
"1104","BT",89,1,80,5,1992,"Pamehac","8",198,NA
"1105","BT",90,1,93,9,1992,"Pamehac","8",198,NA
"1106","BT",91,1,123,23,1992,"Pamehac","8",198,NA
"1107","BTYOY",92,1,63,3,1992,"Pamehac","8",198,NA
"1108","BTYOY",93,1,59,3,1992,"Pamehac","8",198,NA
"1109","BTYOY",94,1,56,3,1992,"Pamehac","8",198,NA
"1110","BTYOY",95,1,58,3,1992,"Pamehac","8",198,NA
"1111","BTYOY",96,1,57,3,1992,"Pamehac","8",198,NA
"1112","BTYOY",97,1,63,3,1992,"Pamehac","8",198,NA
"1113","ASYOY",98,2,44,1.1,1992,"Pamehac","8",198,NA
"1114","ASYOY",99,2,53,1.1,1992,"Pamehac","8",198,NA
"1115","ASYOY",100,2,46,1.1,1992,"Pamehac","8",198,NA
"1116","ASYOY",101,2,43,1.1,1992,"Pamehac","8",198,NA
"1117","ASYOY",102,2,47,1.1,1992,"Pamehac","8",198,NA
"1118","ASYOY",103,2,45,1.1,1992,"Pamehac","8",198,NA
"1119","ASYOY",104,2,47,1.1,1992,"Pamehac","8",198,NA
"1120","ASYOY",105,2,53,1.1,1992,"Pamehac","8",198,NA
"1121","ASYOY",106,2,46,1.1,1992,"Pamehac","8",198,NA
"1122","ASYOY",107,2,44,1.1,1992,"Pamehac","8",198,NA
"1123","ASYOY",108,2,46,1.1,1992,"Pamehac","8",198,NA
"1124","ASYOY",109,2,45,1.1,1992,"Pamehac","8",198,NA
"1125","ASYOY",110,2,45,1.1,1992,"Pamehac","8",198,NA
"1126","ASYOY",111,2,43,1.1,1992,"Pamehac","8",198,NA
"1127","ASYOY",112,2,50,1.1,1992,"Pamehac","8",198,NA
"1128","ASYOY",113,2,41,1.1,1992,"Pamehac","8",198,NA
"1129","ASYOY",114,2,45,1.1,1992,"Pamehac","8",198,NA
"1130","ASYOY",115,2,50,1.1,1992,"Pamehac","8",198,NA
"1131","ASYOY",116,2,41,1.1,1992,"Pamehac","8",198,NA
"1132","ASYOY",117,2,45,1.1,1992,"Pamehac","8",198,NA
"1133","ASYOY",118,2,46,1.1,1992,"Pamehac","8",198,NA
"1134","ASYOY",119,2,47,1.1,1992,"Pamehac","8",198,NA
"1135","ASYOY",120,2,43,1.1,1992,"Pamehac","8",198,NA
"1136","ASYOY",121,2,45,1.1,1992,"Pamehac","8",198,NA
"1137","ASYOY",122,2,53,1.1,1992,"Pamehac","8",198,NA
"1138","ASYOY",123,2,43,1.1,1992,"Pamehac","8",198,NA
"1139","ASYOY",124,2,51,1.1,1992,"Pamehac","8",198,NA
"1140","ASYOY",125,2,47,1.1,1992,"Pamehac","8",198,NA
"1141","ASYOY",126,2,46,1.1,1992,"Pamehac","8",198,NA
"1142","ASYOY",127,2,41,1.1,1992,"Pamehac","8",198,NA
"1143","ASYOY",128,2,38,1.1,1992,"Pamehac","8",198,NA
"1144","ASYOY",129,2,42,1.1,1992,"Pamehac","8",198,NA
"1145","ASYOY",130,2,42,1.1,1992,"Pamehac","8",198,NA
"1146","ASYOY",131,2,42,1.1,1992,"Pamehac","8",198,NA
"1147","ASYOY",132,2,39,1.1,1992,"Pamehac","8",198,NA
"1148","ASYOY",133,2,42,1.1,1992,"Pamehac","8",198,NA
"1149","ASYOY",134,2,42,1.1,1992,"Pamehac","8",198,NA
"1150","BT",135,2,111,15,1992,"Pamehac","8",198,NA
"1151","BT",136,2,90,7,1992,"Pamehac","8",198,NA
"1152","BT",137,2,92,8,1992,"Pamehac","8",198,NA
"1153","BT",138,2,102,11,1992,"Pamehac","8",198,NA
"1154","BT",139,2,98,11,1992,"Pamehac","8",198,NA
"1155","BTYOY",140,2,62,3,1992,"Pamehac","8",198,NA
