"","Species","Fish.ID","Sweep","Length.mm","Weight.g","Year","Site","Station","Area","pass_no"
"1546","BT",39,5,112,17.5,1996,"Pamehac","7",105,NA
"1547","BTYOY",40,5,67,9.7,1996,"Pamehac","7",105,NA
"1548","AS",1,1,85,7.2,1996,"Pamehac","8",111,NA
"1549","AS",2,1,85,9.4,1996,"Pamehac","8",111,NA
"1550","AS",3,1,127,21.8,1996,"Pamehac","8",111,NA
"1551","AS",4,1,90,8.2,1996,"Pamehac","8",111,NA
"1552","AS",5,1,145,38,1996,"Pamehac","8",111,NA
"1553","BT",6,1,102,10.4,1996,"Pamehac","8",111,NA
"1554","BT",7,1,124,20.5,1996,"Pamehac","8",111,NA
"1555","AS",8,2,98,10.7,1996,"Pamehac","8",111,NA
"1556","AS",9,2,106,15.9,1996,"Pamehac","8",111,NA
"1557","AS",10,2,112,16.4,1996,"Pamehac","8",111,NA
"1558","AS",11,2,136,30.7,1996,"Pamehac","8",111,NA
"1559","AS",12,2,135,30.5,1996,"Pamehac","8",111,NA
"1560","AS",13,2,154,46.1,1996,"Pamehac","8",111,NA
"1561","AS",14,2,137,29.6,1996,"Pamehac","8",111,NA
"1562","AS",15,2,140,31.2,1996,"Pamehac","8",111,NA
"1563","AS",16,2,146,37.8,1996,"Pamehac","8",111,NA
"1564","ASYOY",17,2,54,2,1996,"Pamehac","8",111,NA
"1565","BT",18,2,89,7.9,1996,"Pamehac","8",111,NA
"1566","AS",19,3,147,38.6,1996,"Pamehac","8",111,NA
"1567","BT",20,3,116,16.1,1996,"Pamehac","8",111,NA
"1568","BT",21,3,159,46.5,1996,"Pamehac","8",111,NA
"1569","AS",22,4,84,7.3,1996,"Pamehac","8",111,NA
"1570","AS",23,4,154,42.7,1996,"Pamehac","8",111,NA
"1571","AS",1,1,124,21.5,1996,"Pamehac","5A",131,NA
"1572","AS",2,1,122,20.4,1996,"Pamehac","5A",131,NA
"1573","AS",3,1,138,30.1,1996,"Pamehac","5A",131,NA
"1574","AS",4,1,82,5.8,1996,"Pamehac","5A",131,NA
"1575","AS",5,1,122,18.2,1996,"Pamehac","5A",131,NA
"1576","AS",6,1,83,7.3,1996,"Pamehac","5A",131,NA
"1577","AS",7,1,82,6.9,1996,"Pamehac","5A",131,NA
"1578","AS",8,1,107,13.9,1996,"Pamehac","5A",131,NA
"1579","BT",9,1,116,17.3,1996,"Pamehac","5A",131,NA
"1580","BT",10,1,96,9.8,1996,"Pamehac","5A",131,NA
"1581","BT",11,1,80,6.7,1996,"Pamehac","5A",131,NA
"1582","BT",12,1,107,7.3,1996,"Pamehac","5A",131,NA
"1583","BT",13,1,176,47.2,1996,"Pamehac","5A",131,NA
"1584","BTYOY",14,1,52,1.6,1996,"Pamehac","5A",131,NA
"1585","AS",15,2,106,5.7,1996,"Pamehac","5A",131,NA
"1586","AS",16,2,101,13.2,1996,"Pamehac","5A",131,NA
"1587","AS",17,2,100,11.1,1996,"Pamehac","5A",131,NA
"1588","AS",18,2,130,22,1996,"Pamehac","5A",131,NA
"1589","AS",19,2,100,11.9,1996,"Pamehac","5A",131,NA
"1590","BT",20,2,136,29.2,1996,"Pamehac","5A",131,NA
"1591","AS",21,3,108,14.1,1996,"Pamehac","5A",131,NA
"1592","AS",22,4,121,23.6,1996,"Pamehac","5A",131,NA
"1593","BT",23,4,152,37.7,1996,"Pamehac","5A",131,NA
"1594","AS",1,1,94,10.8,1996,"Pamehac","8A",104,NA
"1595","AS",2,1,89,8.6,1996,"Pamehac","8A",104,NA
"1596","AS",3,1,84,7.6,1996,"Pamehac","8A",104,NA
"1597","AS",4,1,106,14.4,1996,"Pamehac","8A",104,NA
"1598","AS",5,1,86,5,1996,"Pamehac","8A",104,NA
"1599","AS",6,1,164,61.8,1996,"Pamehac","8A",104,NA
"1600","ASYOY",7,1,59,4.4,1996,"Pamehac","8A",104,NA
"1601","ASYOY",8,1,60,2.1,1996,"Pamehac","8A",104,NA
"1602","BTYOY",9,1,60,2,1996,"Pamehac","8A",104,NA
"1603","AS",10,2,104,15.8,1996,"Pamehac","8A",104,NA
"1604","AS",11,2,163,50.6,1996,"Pamehac","8A",104,NA
"1605","AS",12,3,107,16.8,1996,"Pamehac","8A",104,NA
"1606","BT",13,3,109,13.5,1996,"Pamehac","8A",104,NA
"1607","AS",14,4,90,7.9,1996,"Pamehac","8A",104,NA
"1608","AS",1,1,92,9,2016,"Pamehac","1",269,NA
"1609","AS",2,1,88,7,2016,"Pamehac","1",269,NA
"1610","AS",3,1,71,3,2016,"Pamehac","1",269,NA
"1611","AS",4,1,123,20,2016,"Pamehac","1",269,NA
"1612","AS",5,1,132,24,2016,"Pamehac","1",269,NA
"1613","AS",6,1,111,15,2016,"Pamehac","1",269,NA
"1614","AS",7,1,120,17,2016,"Pamehac","1",269,NA
"1615","AS",8,1,80,6,2016,"Pamehac","1",269,NA
"1616","AS",9,1,95,8,2016,"Pamehac","1",269,NA
"1617","AS",10,1,102,13,2016,"Pamehac","1",269,NA
"1618","AS",11,1,105,14,2016,"Pamehac","1",269,NA
"1619","AS",12,1,96,9,2016,"Pamehac","1",269,NA
"1620","AS",13,1,100,12,2016,"Pamehac","1",269,NA
"1621","AS",14,1,106,11,2016,"Pamehac","1",269,NA
"1622","AS",15,1,93,9,2016,"Pamehac","1",269,NA
"1623","AS",16,1,91,9,2016,"Pamehac","1",269,NA
"1624","AS",17,1,71,4,2016,"Pamehac","1",269,NA
"1625","AS",18,1,72,3,2016,"Pamehac","1",269,NA
"1626","AS",19,1,74,4,2016,"Pamehac","1",269,NA
"1627","AS",20,1,71,3,2016,"Pamehac","1",269,NA
"1628","AS",21,1,71,4,2016,"Pamehac","1",269,NA
"1629","AS",22,1,74,4,2016,"Pamehac","1",269,NA
"1630","AS",23,1,72,1,2016,"Pamehac","1",269,NA
"1631","ASYOY",24,1,58,3,2016,"Pamehac","1",269,NA
"1632","ASYOY",25,1,60,3,2016,"Pamehac","1",269,NA
"1633","ASYOY",26,1,66,3,2016,"Pamehac","1",269,NA
"1634","ASYOY",27,1,64,3,2016,"Pamehac","1",269,NA
"1635","ASYOY",28,1,58,2,2016,"Pamehac","1",269,NA
"1636","ASYOY",29,1,65,3,2016,"Pamehac","1",269,NA
"1637","ASYOY",30,1,68,3,2016,"Pamehac","1",269,NA
"1638","ASYOY",31,1,63,3,2016,"Pamehac","1",269,NA
"1639","ASYOY",32,1,56,2,2016,"Pamehac","1",269,NA
"1640","ASYOY",33,1,69,4,2016,"Pamehac","1",269,NA
"1641","ASYOY",34,1,63,3,2016,"Pamehac","1",269,NA
"1642","ASYOY",35,1,61,2,2016,"Pamehac","1",269,NA
"1643","ASYOY",36,1,62,2,2016,"Pamehac","1",269,NA
"1644","ASYOY",37,1,54,2,2016,"Pamehac","1",269,NA
"1645","ASYOY",38,1,57,2,2016,"Pamehac","1",269,NA
"1646","ASYOY",39,1,62,2,2016,"Pamehac","1",269,NA
"1647","ASYOY",40,1,63,3,2016,"Pamehac","1",269,NA
"1648","ASYOY",41,1,62,2,2016,"Pamehac","1",269,NA
"1649","ASYOY",42,1,58,2,2016,"Pamehac","1",269,NA
"1650","ASYOY",43,1,55,2,2016,"Pamehac","1",269,NA
"1651","ASYOY",44,1,61,3,2016,"Pamehac","1",269,NA
"1652","ASYOY",45,1,66,3,2016,"Pamehac","1",269,NA
"1653","ASYOY",46,1,60,2,2016,"Pamehac","1",269,NA
"1654","ASYOY",47,1,56,1,2016,"Pamehac","1",269,NA
"1655","ASYOY",48,1,56,1,2016,"Pamehac","1",269,NA
"1656","ASYOY",49,1,43,0.75,2016,"Pamehac","1",269,NA
"1657","ASYOY",50,1,50,0.75,2016,"Pamehac","1",269,NA
"1658","ASYOY",51,1,40,0.75,2016,"Pamehac","1",269,NA
"1659","ASYOY",52,1,49,0.75,2016,"Pamehac","1",269,NA
"1660","ASYOY",53,1,43,0.75,2016,"Pamehac","1",269,NA
"1661","ASYOY",54,1,40,0.75,2016,"Pamehac","1",269,NA
"1662","ASYOY",55,1,34,0.75,2016,"Pamehac","1",269,NA
"1663","ASYOY",56,1,38,0.75,2016,"Pamehac","1",269,NA
"1664","ASYOY",57,1,42,0.75,2016,"Pamehac","1",269,NA
"1665","ASYOY",58,1,38,0.75,2016,"Pamehac","1",269,NA
"1666","ASYOY",59,1,40,0.75,2016,"Pamehac","1",269,NA
"1667","ASYOY",60,1,37,0.75,2016,"Pamehac","1",269,NA
"1668","ASYOY",61,1,43,0.75,2016,"Pamehac","1",269,NA
"1669","ASYOY",62,1,41,0.75,2016,"Pamehac","1",269,NA
"1670","ASYOY",63,1,37,0.75,2016,"Pamehac","1",269,NA
"1671","ASYOY",64,1,37,0.75,2016,"Pamehac","1",269,NA
"1672","ASYOY",65,1,37,0.75,2016,"Pamehac","1",269,NA
"1673","ASYOY",66,1,38,0.75,2016,"Pamehac","1",269,NA
"1674","ASYOY",67,1,44,0.75,2016,"Pamehac","1",269,NA
"1675","ASYOY",68,1,38,0.75,2016,"Pamehac","1",269,NA
"1676","ASYOY",69,1,39,0.75,2016,"Pamehac","1",269,NA
"1677","ASYOY",70,1,39,0.75,2016,"Pamehac","1",269,NA
"1678","ASYOY",71,1,42,0.75,2016,"Pamehac","1",269,NA
"1679","ASYOY",72,1,38,0.75,2016,"Pamehac","1",269,NA
"1680","ASYOY",73,1,40,0.75,2016,"Pamehac","1",269,NA
"1681","ASYOY",74,1,35,0.75,2016,"Pamehac","1",269,NA
"1682","ASYOY",75,1,43,0.75,2016,"Pamehac","1",269,NA
"1683","ASYOY",76,1,37,0.75,2016,"Pamehac","1",269,NA
"1684","ASYOY",77,1,42,0.75,2016,"Pamehac","1",269,NA
"1685","ASYOY",78,1,39,0.75,2016,"Pamehac","1",269,NA
"1686","ASYOY",79,1,41,0.75,2016,"Pamehac","1",269,NA
"1687","ASYOY",80,1,43,0.75,2016,"Pamehac","1",269,NA
"1688","ASYOY",81,1,39,0.75,2016,"Pamehac","1",269,NA
"1689","ASYOY",82,1,42,0.75,2016,"Pamehac","1",269,NA
"1690","ASYOY",83,1,39,0.75,2016,"Pamehac","1",269,NA
"1691","ASYOY",84,1,41,0.75,2016,"Pamehac","1",269,NA
"1692","ASYOY",85,1,40,0.75,2016,"Pamehac","1",269,NA
"1693","ASYOY",86,1,40,0.75,2016,"Pamehac","1",269,NA
"1694","ASYOY",87,1,40,0.75,2016,"Pamehac","1",269,NA
"1695","ASYOY",88,1,41,0.75,2016,"Pamehac","1",269,NA
"1696","ASYOY",89,1,36,0.75,2016,"Pamehac","1",269,NA
"1697","ASYOY",90,1,44,0.75,2016,"Pamehac","1",269,NA
"1698","ASYOY",91,1,39,0.75,2016,"Pamehac","1",269,NA
"1699","ASYOY",92,1,37,0.75,2016,"Pamehac","1",269,NA
"1700","AS",93,2,91,8,2016,"Pamehac","1",269,NA
"1701","AS",94,2,122,21,2016,"Pamehac","1",269,NA
"1702","AS",95,2,114,17,2016,"Pamehac","1",269,NA
"1703","AS",96,2,125,22,2016,"Pamehac","1",269,NA
"1704","AS",97,2,98,12,2016,"Pamehac","1",269,NA
"1705","AS",98,2,112,15,2016,"Pamehac","1",269,NA
"1706","AS",99,2,72,4,2016,"Pamehac","1",269,NA
"1707","AS",100,2,85,8,2016,"Pamehac","1",269,NA
"1708","AS",101,2,91,10,2016,"Pamehac","1",269,NA
"1709","AS",102,2,82,6,2016,"Pamehac","1",269,NA
"1710","ASYOY",103,2,62,3,2016,"Pamehac","1",269,NA
"1711","ASYOY",104,2,69,4,2016,"Pamehac","1",269,NA
"1712","ASYOY",105,2,62,2,2016,"Pamehac","1",269,NA
"1713","ASYOY",106,2,56,2,2016,"Pamehac","1",269,NA
"1714","ASYOY",107,2,63,3,2016,"Pamehac","1",269,NA
"1715","ASYOY",108,2,70,4,2016,"Pamehac","1",269,NA
"1716","ASYOY",109,2,64,3,2016,"Pamehac","1",269,NA
"1717","ASYOY",110,2,67,4,2016,"Pamehac","1",269,NA
"1718","ASYOY",111,2,58,2,2016,"Pamehac","1",269,NA
"1719","ASYOY",112,2,61,2,2016,"Pamehac","1",269,NA
"1720","ASYOY",113,2,62,3,2016,"Pamehac","1",269,NA
"1721","ASYOY",114,2,65,4,2016,"Pamehac","1",269,NA
"1722","ASYOY",115,2,50,0.88,2016,"Pamehac","1",269,NA
"1723","ASYOY",116,2,40,0.88,2016,"Pamehac","1",269,NA
"1724","ASYOY",117,2,41,0.88,2016,"Pamehac","1",269,NA
"1725","ASYOY",118,2,38,0.88,2016,"Pamehac","1",269,NA
"1726","ASYOY",119,2,45,0.88,2016,"Pamehac","1",269,NA
"1727","ASYOY",120,2,49,0.88,2016,"Pamehac","1",269,NA
"1728","ASYOY",121,2,43,0.88,2016,"Pamehac","1",269,NA
"1729","ASYOY",122,2,41,0.88,2016,"Pamehac","1",269,NA
"1730","ASYOY",123,2,38,0.88,2016,"Pamehac","1",269,NA
"1731","ASYOY",124,2,35,0.88,2016,"Pamehac","1",269,NA
"1732","ASYOY",125,2,42,0.88,2016,"Pamehac","1",269,NA
"1733","ASYOY",126,2,39,0.88,2016,"Pamehac","1",269,NA
"1734","ASYOY",127,2,38,0.88,2016,"Pamehac","1",269,NA
"1735","ASYOY",128,2,44,0.88,2016,"Pamehac","1",269,NA
"1736","ASYOY",129,2,41,0.88,2016,"Pamehac","1",269,NA
"1737","ASYOY",130,2,39,0.88,2016,"Pamehac","1",269,NA
"1738","ASYOY",131,2,44,0.88,2016,"Pamehac","1",269,NA
"1739","ASYOY",132,2,38,0.88,2016,"Pamehac","1",269,NA
"1740","ASYOY",133,2,46,0.88,2016,"Pamehac","1",269,NA
"1741","ASYOY",134,2,38,0.88,2016,"Pamehac","1",269,NA
"1742","ASYOY",135,2,33,0.88,2016,"Pamehac","1",269,NA
"1743","ASYOY",136,2,39,0.88,2016,"Pamehac","1",269,NA
"1744","ASYOY",137,2,38,0.88,2016,"Pamehac","1",269,NA
"1745","ASYOY",138,2,41,0.88,2016,"Pamehac","1",269,NA
"1746","ASYOY",139,2,35,0.88,2016,"Pamehac","1",269,NA
"1747","ASYOY",140,2,39,0.88,2016,"Pamehac","1",269,NA
"1748","ASYOY",141,2,66,3,2016,"Pamehac","1",269,NA
"1749","ASYOY",142,2,56,2,2016,"Pamehac","1",269,NA
"1750","BTYOY",143,2,51,1,2016,"Pamehac","1",269,NA
"1751","AS",144,3,72,4,2016,"Pamehac","1",269,NA
"1752","AS",145,3,110,17,2016,"Pamehac","1",269,NA
"1753","AS",146,3,81,7,2016,"Pamehac","1",269,NA
"1754","ASYOY",147,3,59,3,2016,"Pamehac","1",269,NA
"1755","ASYOY",148,3,65,3,2016,"Pamehac","1",269,NA
"1756","ASYOY",149,3,69,4,2016,"Pamehac","1",269,NA
"1757","ASYOY",150,3,62,2,2016,"Pamehac","1",269,NA
"1758","ASYOY",151,3,61,2,2016,"Pamehac","1",269,NA
"1759","ASYOY",152,3,68,3,2016,"Pamehac","1",269,NA
"1760","ASYOY",153,3,69,3,2016,"Pamehac","1",269,NA
"1761","ASYOY",154,3,38,0.67,2016,"Pamehac","1",269,NA
"1762","ASYOY",155,3,44,0.67,2016,"Pamehac","1",269,NA
"1763","ASYOY",156,3,37,0.67,2016,"Pamehac","1",269,NA
"1764","ASYOY",157,3,35,0.67,2016,"Pamehac","1",269,NA
"1765","ASYOY",158,3,37,0.67,2016,"Pamehac","1",269,NA
"1766","ASYOY",159,3,39,0.67,2016,"Pamehac","1",269,NA
"1767","ASYOY",160,3,41,0.67,2016,"Pamehac","1",269,NA
"1768","ASYOY",161,3,35,0.67,2016,"Pamehac","1",269,NA
"1769","ASYOY",162,3,45,0.67,2016,"Pamehac","1",269,NA
"1770","ASYOY",163,3,39,0.67,2016,"Pamehac","1",269,NA
"1771","ASYOY",164,3,39,0.67,2016,"Pamehac","1",269,NA
"1772","ASYOY",165,3,37,0.67,2016,"Pamehac","1",269,NA
"1773","AS",1,1,123,21,2016,"Pamehac","2",188,NA
"1774","AS",2,1,73,4,2016,"Pamehac","2",188,NA
"1775","AS",3,1,126,21,2016,"Pamehac","2",188,NA
"1776","AS",4,1,144,23,2016,"Pamehac","2",188,NA
"1777","AS",5,1,110,16,2016,"Pamehac","2",188,NA
"1778","AS",6,1,128,26,2016,"Pamehac","2",188,NA
"1779","AS",7,1,98,9,2016,"Pamehac","2",188,NA
"1780","AS",8,1,71,4,2016,"Pamehac","2",188,NA
"1781","AS",9,1,81,8,2016,"Pamehac","2",188,NA
"1782","AS",10,1,130,26,2016,"Pamehac","2",188,NA
"1783","AS",11,1,100,13,2016,"Pamehac","2",188,NA
"1784","AS",12,1,88,9,2016,"Pamehac","2",188,NA
"1785","AS",13,1,86,6,2016,"Pamehac","2",188,NA
"1786","AS",14,1,85,8,2016,"Pamehac","2",188,NA
"1787","AS",15,1,72,4,2016,"Pamehac","2",188,NA
"1788","ASYOY",16,1,69,3,2016,"Pamehac","2",188,NA
"1789","ASYOY",17,1,59,4,2016,"Pamehac","2",188,NA
"1790","ASYOY",18,1,66,3,2016,"Pamehac","2",188,NA
"1791","ASYOY",19,1,70,4,2016,"Pamehac","2",188,NA
"1792","ASYOY",20,1,66,3,2016,"Pamehac","2",188,NA
"1793","ASYOY",21,1,63,3,2016,"Pamehac","2",188,NA
"1794","ASYOY",22,1,61,2,2016,"Pamehac","2",188,NA
"1795","ASYOY",23,1,67,3,2016,"Pamehac","2",188,NA
"1796","ASYOY",24,1,58,3,2016,"Pamehac","2",188,NA
"1797","ASYOY",25,1,52,2,2016,"Pamehac","2",188,NA
"1798","ASYOY",26,1,40,0.89,2016,"Pamehac","2",188,NA
"1799","ASYOY",27,1,39,0.89,2016,"Pamehac","2",188,NA
"1800","ASYOY",28,1,42,0.89,2016,"Pamehac","2",188,NA
"1801","ASYOY",29,1,62,0.89,2016,"Pamehac","2",188,NA
"1802","ASYOY",30,1,37,0.89,2016,"Pamehac","2",188,NA
"1803","ASYOY",31,1,45,0.89,2016,"Pamehac","2",188,NA
"1804","ASYOY",32,1,52,0.89,2016,"Pamehac","2",188,NA
"1805","ASYOY",33,1,53,0.89,2016,"Pamehac","2",188,NA
"1806","ASYOY",34,1,44,0.89,2016,"Pamehac","2",188,NA
"1807","ASYOY",35,1,42,0.89,2016,"Pamehac","2",188,NA
"1808","ASYOY",36,1,40,0.89,2016,"Pamehac","2",188,NA
"1809","ASYOY",37,1,40,0.89,2016,"Pamehac","2",188,NA
"1810","ASYOY",38,1,40,0.89,2016,"Pamehac","2",188,NA
"1811","ASYOY",39,1,32,0.89,2016,"Pamehac","2",188,NA
"1812","ASYOY",40,1,42,0.89,2016,"Pamehac","2",188,NA
"1813","ASYOY",41,1,36,0.89,2016,"Pamehac","2",188,NA
"1814","ASYOY",42,1,62,0.89,2016,"Pamehac","2",188,NA
"1815","ASYOY",43,1,42,0.89,2016,"Pamehac","2",188,NA
"1816","ASYOY",44,1,58,0.89,2016,"Pamehac","2",188,NA
"1817","ASYOY",45,1,35,0.89,2016,"Pamehac","2",188,NA
"1818","ASYOY",46,1,62,0.89,2016,"Pamehac","2",188,NA
"1819","ASYOY",47,1,40,0.89,2016,"Pamehac","2",188,NA
"1820","ASYOY",48,1,38,0.89,2016,"Pamehac","2",188,NA
"1821","ASYOY",49,1,44,0.89,2016,"Pamehac","2",188,NA
"1822","ASYOY",50,1,48,0.89,2016,"Pamehac","2",188,NA
"1823","ASYOY",51,1,39,0.89,2016,"Pamehac","2",188,NA
"1824","ASYOY",52,1,44,0.89,2016,"Pamehac","2",188,NA
"1825","ASYOY",53,1,43,0.89,2016,"Pamehac","2",188,NA
"1826","ASYOY",54,1,38,0.89,2016,"Pamehac","2",188,NA
"1827","ASYOY",55,1,40,0.89,2016,"Pamehac","2",188,NA
"1828","ASYOY",56,1,34,0.89,2016,"Pamehac","2",188,NA
"1829","ASYOY",57,1,58,0.89,2016,"Pamehac","2",188,NA
"1830","ASYOY",58,1,39,0.89,2016,"Pamehac","2",188,NA
"1831","ASYOY",59,1,37,0.89,2016,"Pamehac","2",188,NA
"1832","ASYOY",60,1,38,0.89,2016,"Pamehac","2",188,NA
"1833","ASYOY",61,1,48,0.89,2016,"Pamehac","2",188,NA
"1834","ASYOY",62,1,31,0.89,2016,"Pamehac","2",188,NA
"1835","ASYOY",63,1,67,3,2016,"Pamehac","2",188,NA
"1836","AS",64,2,107,14,2016,"Pamehac","2",188,NA
"1837","AS",65,2,113,15,2016,"Pamehac","2",188,NA
"1838","AS",66,2,123,21,2016,"Pamehac","2",188,NA
"1839","AS",67,2,89,8,2016,"Pamehac","2",188,NA
"1840","AS",68,2,88,7,2016,"Pamehac","2",188,NA
"1841","AS",69,2,90,9,2016,"Pamehac","2",188,NA
"1842","AS",70,2,74,5,2016,"Pamehac","2",188,NA
"1843","AS",71,2,108,19,2016,"Pamehac","2",188,NA
"1844","AS",72,2,141,33,2016,"Pamehac","2",188,NA
"1845","AS",73,2,94,9,2016,"Pamehac","2",188,NA
"1846","AS",74,2,94,8,2016,"Pamehac","2",188,NA
"1847","AS",75,2,86,7,2016,"Pamehac","2",188,NA
"1848","AS",76,2,108,16,2016,"Pamehac","2",188,NA
"1849","AS",77,2,112,17,2016,"Pamehac","2",188,NA
"1850","AS",78,2,91,9,2016,"Pamehac","2",188,NA
"1851","AS",79,2,94,9,2016,"Pamehac","2",188,NA
"1852","AS",80,2,92,9,2016,"Pamehac","2",188,NA
"1853","AS",81,2,91,8,2016,"Pamehac","2",188,NA
"1854","AS",82,2,107,14,2016,"Pamehac","2",188,NA
"1855","AS",83,2,95,9,2016,"Pamehac","2",188,NA
"1856","AS",84,2,82,7,2016,"Pamehac","2",188,NA
"1857","AS",85,2,73,4,2016,"Pamehac","2",188,NA
"1858","AS",86,2,72,4,2016,"Pamehac","2",188,NA
"1859","AS",87,2,94,9,2016,"Pamehac","2",188,NA
"1860","AS",88,2,72,4,2016,"Pamehac","2",188,NA
"1861","ASYOY",89,2,60,3,2016,"Pamehac","2",188,NA
"1862","ASYOY",90,2,70,3,2016,"Pamehac","2",188,NA
"1863","ASYOY",91,2,62,3,2016,"Pamehac","2",188,NA
"1864","ASYOY",92,2,65,3,2016,"Pamehac","2",188,NA
"1865","ASYOY",93,2,60,2,2016,"Pamehac","2",188,NA
"1866","ASYOY",94,2,63,4,2016,"Pamehac","2",188,NA
"1867","ASYOY",95,2,66,3,2016,"Pamehac","2",188,NA
"1868","ASYOY",96,2,67,3,2016,"Pamehac","2",188,NA
"1869","ASYOY",97,2,67,3,2016,"Pamehac","2",188,NA
"1870","ASYOY",98,2,63,3,2016,"Pamehac","2",188,NA
"1871","ASYOY",99,2,59,3,2016,"Pamehac","2",188,NA
"1872","ASYOY",100,2,59,2,2016,"Pamehac","2",188,NA
"1873","ASYOY",101,2,45,1,2016,"Pamehac","2",188,NA
"1874","ASYOY",102,2,40,1,2016,"Pamehac","2",188,NA
"1875","ASYOY",103,2,44,1,2016,"Pamehac","2",188,NA
"1876","ASYOY",104,2,38,1,2016,"Pamehac","2",188,NA
"1877","ASYOY",105,2,40,1,2016,"Pamehac","2",188,NA
"1878","ASYOY",106,2,44,1,2016,"Pamehac","2",188,NA
"1879","ASYOY",107,2,40,1,2016,"Pamehac","2",188,NA
"1880","ASYOY",108,2,51,1,2016,"Pamehac","2",188,NA
"1881","ASYOY",109,2,35,1,2016,"Pamehac","2",188,NA
"1882","ASYOY",110,2,33,1,2016,"Pamehac","2",188,NA
"1883","ASYOY",111,2,43,1,2016,"Pamehac","2",188,NA
"1884","ASYOY",112,2,39,1,2016,"Pamehac","2",188,NA
"1885","AS",113,3,71,3,2016,"Pamehac","2",188,NA
"1886","AS",114,3,112,14,2016,"Pamehac","2",188,NA
"1887","AS",115,3,122,20,2016,"Pamehac","2",188,NA
"1888","AS",116,3,132,24,2016,"Pamehac","2",188,NA
"1889","AS",117,3,95,9,2016,"Pamehac","2",188,NA
"1890","AS",118,3,91,9,2016,"Pamehac","2",188,NA
"1891","AS",119,3,72,4,2016,"Pamehac","2",188,NA
"1892","AS",120,3,81,7,2016,"Pamehac","2",188,NA
"1893","AS",121,3,71,4,2016,"Pamehac","2",188,NA
"1894","AS",122,3,73,4,2016,"Pamehac","2",188,NA
"1895","AS",123,3,74,4,2016,"Pamehac","2",188,NA
"1896","AS",124,3,71,4,2016,"Pamehac","2",188,NA
"1897","ASYOY",125,3,65,4,2016,"Pamehac","2",188,NA
"1898","ASYOY",126,3,66,4,2016,"Pamehac","2",188,NA
"1899","ASYOY",127,3,65,3,2016,"Pamehac","2",188,NA
"1900","ASYOY",128,3,43,1.5,2016,"Pamehac","2",188,NA
"1901","ASYOY",129,3,44,1.5,2016,"Pamehac","2",188,NA
"1902","ASYOY",130,3,39,1.5,2016,"Pamehac","2",188,NA
"1903","ASYOY",131,3,41,1.5,2016,"Pamehac","2",188,NA
"1904","AS",1,1,127,21,2016,"Pamehac","3",137,NA
"1905","AS",2,1,75,4,2016,"Pamehac","3",137,NA
"1906","AS",3,1,100,13,2016,"Pamehac","3",137,NA
"1907","AS",4,1,103,13,2016,"Pamehac","3",137,NA
"1908","AS",5,1,105,15,2016,"Pamehac","3",137,NA
"1909","AS",6,1,112,15,2016,"Pamehac","3",137,NA
"1910","AS",7,1,99,11,2016,"Pamehac","3",137,NA
"1911","AS",8,1,71,4,2016,"Pamehac","3",137,NA
"1912","AS",9,1,115,17,2016,"Pamehac","3",137,NA
"1913","AS",10,1,109,15,2016,"Pamehac","3",137,NA
"1914","AS",11,1,74,4,2016,"Pamehac","3",137,NA
"1915","ASYOY",12,1,65,3,2016,"Pamehac","3",137,NA
"1916","ASYOY",13,1,70,4,2016,"Pamehac","3",137,NA
"1917","ASYOY",14,1,70,4,2016,"Pamehac","3",137,NA
"1918","ASYOY",15,1,59,3,2016,"Pamehac","3",137,NA
"1919","ASYOY",16,1,69,3,2016,"Pamehac","3",137,NA
"1920","ASYOY",17,1,69,3,2016,"Pamehac","3",137,NA
"1921","ASYOY",18,1,66,3,2016,"Pamehac","3",137,NA
"1922","ASYOY",19,1,65,3,2016,"Pamehac","3",137,NA
"1923","ASYOY",20,1,60,3,2016,"Pamehac","3",137,NA
"1924","ASYOY",21,1,62,3,2016,"Pamehac","3",137,NA
"1925","ASYOY",22,1,64,3,2016,"Pamehac","3",137,NA
"1926","ASYOY",23,1,60,2,2016,"Pamehac","3",137,NA
"1927","ASYOY",24,1,61,3,2016,"Pamehac","3",137,NA
"1928","ASYOY",25,1,61,3,2016,"Pamehac","3",137,NA
"1929","ASYOY",26,1,68,3,2016,"Pamehac","3",137,NA
"1930","ASYOY",27,1,40,0.82,2016,"Pamehac","3",137,NA
"1931","ASYOY",28,1,42,0.82,2016,"Pamehac","3",137,NA
"1932","ASYOY",29,1,45,0.82,2016,"Pamehac","3",137,NA
"1933","ASYOY",30,1,42,0.82,2016,"Pamehac","3",137,NA
"1934","ASYOY",31,1,39,0.82,2016,"Pamehac","3",137,NA
"1935","ASYOY",32,1,48,0.82,2016,"Pamehac","3",137,NA
"1936","ASYOY",33,1,39,0.82,2016,"Pamehac","3",137,NA
"1937","ASYOY",34,1,39,0.82,2016,"Pamehac","3",137,NA
"1938","ASYOY",35,1,39,0.82,2016,"Pamehac","3",137,NA
"1939","ASYOY",36,1,42,0.82,2016,"Pamehac","3",137,NA
"1940","ASYOY",37,1,43,0.82,2016,"Pamehac","3",137,NA
"1941","ASYOY",38,1,40,0.82,2016,"Pamehac","3",137,NA
"1942","ASYOY",39,1,40,0.82,2016,"Pamehac","3",137,NA
"1943","ASYOY",40,1,40,0.82,2016,"Pamehac","3",137,NA
"1944","ASYOY",41,1,40,0.82,2016,"Pamehac","3",137,NA
